group_type,name,description,contact_emails,advisor,funding_category,tags,website_url,instagram_url,facebook_url,linkedin_url,youtube_url,twitter_url,tiktok_url,other_social_urls,source_url,directory_source_url
Undergraduate student group,Hawaii@Brown,"Hawaiʻi@Brown (HAB) seeks to provide a cultural community based upon local and traditional Hawaiian practices/values. This is achieved through activities, meetings, and events that perpetuate the diverse culture in Hawaiʻi. HAB welcomes all students who identify as a resident, local, pacific islander, Kanaka ʻOiwi, or student that desires to learn and preserve Hawaiian philosophies. This club aims to create a home away from home by establishing a diverse and inclusive community founded on aloha.",hawaiiatbrown@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/_hawaiiatbrown,,,,,,,https://studentactivities.brown.edu/organizations/hawaiibrown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Healing Through Harmony,"Healing Through Harmony is a club that coordinates various musical performances in places of healing: hospitals, clinics, nursing homes, the women’s prison, etc. Additionally, they set up similar musical events on campus to alleviate student stress.",healingthroughharmony@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownuhth,,,,,,,https://studentactivities.brown.edu/organizations/healing-through-harmony,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Healthcare Advancement Journal, The Brown",The Brown Journal of Healthcare Advancement promotes the work of innovative and underpublicized healthcare organizations in their semiannual publication. They interview and host speaker events with leaders in healthcare.,brownhealthcareadvancement@brown.edu,Mia McKinney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownhealthjournal,,,,,,,https://studentactivities.brown.edu/organizations/healthcare-advancement-journal-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Healthcare Interpreters, Brown University",Brown University Healthcare Interpreters seek to increase access to interpretation services in Rhode Island. They help multilingual Brown students get their interpretation certifications and they connect them with healthcare providers and patients to provide volunteer interpretation services. They also seek to increase awareness of the importance of cultural understanding in healthcare.,healthcareinterpreters@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/healthcare-interpreters-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Healthcare Investment Group, Brown","The Brown Healthcare Investment Group serves as a unique opportunity for all students to explore the intersection of healthcare and finance. BHIG is a long-only investment fund that operates according to the following principles: quality science, financial viability, timing, and diversification.",bhig@brown.edu,,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/healthcare-investment-group-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Her Campus,"Her Campus at Brown is a vibrant, Elite-level chapter of the intercollegiate Her Campus network. The chapter is open to all students and provides a platform for all students to create and share content that resonates with our community, categorized within career, culture, life, style, and wellness verticals. By partnering with leading brands such as YSL, Fenty Beauty and Clinique, and promoting development opportunities, they strive to enrich the collegiate experience and explore issues impacting women at Brown.",hercampus@brown.edu,Mia McKinney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/hercampusbrown,,,,,,,https://studentactivities.brown.edu/organizations/her-campus,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Higher Keys,"The Higher Keys is a mixed voice a cappella group, existing under the umbrella of the Intergalactic Community of A Cappella (IGCAC).The Higher Keys performs jazz-style vocal harmony and arrangements, with no instruments, in a variety of venues both on and off-campus. On-campus performances include arch sings, concerts, and university-sponsored events. The Keys also perform off-campus at venues including other colleges, Brown Alumni club events, private functions, and local schools.",higher_keys@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/thehigherkeys,https://www.facebook.com/TheHigherKeys/,,,,,,https://studentactivities.brown.edu/organizations/higher-keys,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Hmong Cultural Club,"The Hmong Club at Brown University provides a welcoming space for students from all backgrounds to explore and preserve Hmong culture while fostering a deeper appreciation for heritage. This club addresses the challenge of Hmong cultural loss due to assimilation through engaging and educational activities that highlight Hmong traditions. By participating, students contribute to celebrating diversity and promoting cultural exchange, enriching the campus community with unique Hmong experiences.",hmongcc@brown.edu,Antwan Bluster,,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_hcc,https://www.facebook.com/profile.php?id=61571865550828,,,,,,https://studentactivities.brown.edu/organizations/hmong-cultural-club,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Hong Kong Student's Association,"HKSA aims to create a home. We'll go to Boston for hot pots, make moon cakes for Mid-Autumn, and serve siu mai in night markets. Whether you're struggling with the adjustment (like we did!) or are simply reaching for the tastes, smells, and memories of an island way too far away, we hope you'll join us. Check out our Instagram below and reach out anytime to any of us!",hksa@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownrisdhksa,https://www.facebook.com/BrownRISDHKSA/,,,,,,https://studentactivities.brown.edu/organizations/hong-kong-students-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Hospitality Club, Brown","Brown Hospitality Club is an organization which provides a space for members of the brown community to connect over a shared passion of hospitality. The club hosts career events, food events, talks from figures in the industry and more in order to spark interest about the industry in the brown community .",hospitality@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,,https://www.facebook.com/profile.php?id=100087089355004,,,,,,https://studentactivities.brown.edu/organizations/hospitality-club-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Housing Opportunities for People Everywhere,"Housing Opportunities for People Everywhere (HOPE) is a student-run organization that collaborates with the Swearer Center for Public Service. They aim to serve the community in Providence and Rhode Island and address the structural issues surrounding homelessness and poverty. HOPE partners with House of Hope CDC, a local nonprofit dedicated to ending the personal and social trauma of homelessness, as well as a broader network of local advocacy organizations and direct service providers.",hope@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/hopeatbrown,,,,,,,https://studentactivities.brown.edu/organizations/housing-opportunities-people-everywhere,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,HSA (Hellenic Student Association),"The Hellenic Association of Brown University serves as a cultural organization dedicated to celebrating and promoting Greek heritage within the university community. It brings together students of Greek descent and those interested in Hellenic culture through social gatherings, educational events, and cultural programming. The association hosts traditional celebrations, language exchanges, and discussions on contemporary Greek issues while providing a supportive network for students to connect with their Hellenic roots and share this rich cultural heritage with the broader campus community.",hellenic_student_association@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/hsa-hellenic-student-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,igniteCS,"IgniteCS is a program that's mission is to introduce students throughout the Providence area to computer science and technology. This is done through various means of running or assisting currently existing coding clubs, robotics teams, and more.",ignitecs@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_igniteCS,,,,,,,https://studentactivities.brown.edu/organizations/ignitecs,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Improvidence,"IMPROVidence is Brown and RISD’s oldest improv comedy group. They perform both short and long form games and have several shows throughout the semester, as well as improv workshops throughout the academic year. Aside from their own shows, they collaborate with other Brown comedy groups and perform across other collegiate campuses.",improvidence@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/improv.id.ence,https://www.facebook.com/IMPROVidenceTroupe/,,,,,,https://studentactivities.brown.edu/organizations/improvidence,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"IMPULSE Club, Brown University","This club works as a peer reviewer hub for the undergraduate neuroscience journal IMPULSE, critiquing submitted articles in conjunction with the central chapter. After reading new manuscripts, IMPULSE members meet every other week to discuss the paper and edit it for publication, and different club members lead reviews of the paper each meeting. In doing so, IMPULSE fosters greater appreciation and knowledge of neuroscience, scientific writing, presentation skills, and research as a whole.",ImpulseClub@Brown.edu,Mia McKinney,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/impulse-club-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,imPulse Dance Company,Impulse Dance Company is a student-run organization at Brown University open to all students. They provide workshops (ELEMENTS) and performances throughout the year that foster a strong sense of community and creativity. Impulse also engages in outreach and education activities to share their love of dance with the local community. They are committed to growing as a team and providing the highest quality of hip-hop dance instruction and performance.,impulsedanceco@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/impulsedanceco,https://www.facebook.com/impulsedancecompany/,,,,,,https://studentactivities.brown.edu/organizations/impulse-dance-company,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Indian Community at Brown,"The Indian community at Brown plays an essential role in bringing the Indian community together to celebrate Indian festivals and special occasions. The community is handled by individuals who have varied cultural, linguistic, and social backgrounds, which allows the organization to be an example of a microcosm of the unity-in-diversity that is India. It aims to have a broader reach in organizing events and supporting the community members during their time at Brown.",icb@brown.edu,,,Graduate Student Council recognized group,https://www.facebook.com/groups/108241675945854,,,,,,,,https://www.facebook.com/groups/108241675945854,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Indian Students Association (ISA),"The Brown Indian Students’ Association (ISA) is a nurturing community that celebrates India’s rich culture through festivals, food, dance, and discussion. Open to all students, ISA fosters community, connection, and cultural exchange by creating inclusive spaces to explore Indian traditions, history, and contemporary issues. ISA helps those who identify as Indian stay connected to their roots, while welcoming anyone to explore, celebrate, and learn about Indian culture, history, and politics.",indians@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownu_isa,,,,,,,https://studentactivities.brown.edu/organizations/indian-students-association-isa,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Indonesian Students Association, Brown","By organizing student socials and cultural events, the organization shall focus on creating a space for students to connect and collaborate on highlighting specific aspects of Indonesian culture. Eligibility to the Brown Indonesian Students Association is open to all full-time members (undergraduate and graduate) of the Brown community. Membership is open to students who are passionate about Indonesian culture, language, and/or cuisine.",indonesians@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownbisa,,,,,,,https://studentactivities.brown.edu/organizations/indonesian-students-association-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Industry and Innovation in Biotechnology (I2B),"Industry and Innovation in Biotechnology (I2B) is a student organization offering students in the Brown Community a bridge to the world of commercialization, industry, and innovation in the biotechnology sector. To that goal, we hope to expose students to careers in biotechnology including, but not limited to, corporate strategy, consulting (management and life sciences), and venture capital, and to help students prepare for careers in these spaces through guest speakers, workshops, and other events. In particular, we want to drive the promotion of biotechnology within Providence and the state of Rhode Island by fostering connections between local biotechnology communities and the student body of Brown University.",i2b@brown.edu,,,Graduate Student Council recognized group,,,,,,,,,https://sites.brown.edu/gsc/student-groups/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Infectious Disease Society,,ids@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/idsbrown,https://www.facebook.com/BrownIDS/,,,,,,https://studentactivities.brown.edu/organizations/infectious-disease-society,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Initiative for Policy, Brown","Brown Initiative for Policy is a student-run, non-partisan think tank that proposes and advocates for sensible solutions to problems in the Rhode Island community. The organization is open to all students through a semesterly application process.",bip@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/BrownInitiativeforPolicy,https://www.facebook.com/BrownInitiativeforPolicy/,,,,,,https://studentactivities.brown.edu/organizations/initiative-policy-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Ink@Brown,"Ink@Brown is dedicated to the art of printing, thrifting, and mindful upcycling. Our mission revolves around transforming neglected clothing sourced from local second-hand stores through the process of various forms of printing, sewing, embroidery etc. In our monthly club meetings, we hold upcycling workshops often with hand made screenprinted designs!",ink@brown.edu,Jen Lucero,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/inkatbrown,,,,,,,https://studentactivities.brown.edu/organizations/inkbrown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Intercollegiate Finance Journal,"The Intercollegiate Finance Journal (IFJ) is a semesterly, intercollegiate, fully student-­run publication that seeks to educate the undergraduate community about topics in economics, business, politics, and finance. They strive to blend knowledge and experience with a touch of fun to make business and finance more accessible for students across all disciplines.",ifj@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/the.ifj,,,,,,,https://studentactivities.brown.edu/organizations/intercollegiate-finance-journal,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Interfinity,"1) The prefix “inter” highlights the mission of the group to span over different domains of knowledge, ranging from science, engineering, and design to art, literature, music, and philosophy, etc.; 2) By means of “inter”, we will try to achieve “infinity” under the central question “how to lead a better life”, given the finite amount of energy, time, and resources we have, by members sharing knowledge and viewpoints and discussing with one another.",ruixiang_li1@brown.edu,,,Graduate Student Council recognized group,,,,,,,,,https://sites.brown.edu/gsc/student-groups/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,"Intergalactic Community of A Cappella at Brown University, The","This organization is a collective of 9 a cappella groups that perform a range of different musical genres. IGCAC serves as a liaison between groups and administration, and also serves to organize performance opportunities concerning all groups.",acappella@brown.edu,Jen Lucero,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/igcacbrown,,,,,,,https://studentactivities.brown.edu/organizations/intergalactic-community-cappella-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,International Student Union,"The International Student Union welcomes all students to build community, celebrate global cultures, and support the experiences of international students at Brown. Open to everyone, ISU fosters connection, cultural exchange, and shared growth through events, dialogue, and collaboration across campus.",international_student_union@brown.edu,Cassie Sutten Coats,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/isu.brown,,,,,,,https://studentactivities.brown.edu/organizations/international-student-union,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Investment Group, Brown","Brown Investment Group is the oldest and largest student investment fund on College Hill, managing a ~$500,000 Core Fund and ~$100,000 Long / Short Fund, courtesy of Point72. The club is composed of a selective Research Committee of fifty analysts and our General Body, open to all undergraduates and extremely flexible in size. BIG hopes to instill the principles of value investing and finance through weekly stock pitches, bespoke mentorship, and visits from best-in-class employers and speakers.",big@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownubig,,,,,,,https://studentactivities.brown.edu/organizations/investment-group-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Iranian Graduate Students Association,Iranian Graduate Students Association (IGSA) at Brown University is a non-partisan volunteer student organization which serves current and prospective Iranian students and it is committed to support and serve the interests of the Iranian community at Brown University.,igsa@brown.edu,,,Graduate Student Council recognized group,https://www.facebook.com/groups/1916158175270691,,,,,,,,https://www.facebook.com/groups/1916158175270691,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Iranian Student Association,"The Brown Iranian Students Association (BISA) celebrates Iranian culture and heritage through community events, cultural programming, and educational initiatives. Open to all students, BISA fosters dialogue, unity, and cultural appreciation while supporting Iranian and Iranian-American voices on campus.",bisa@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/iranian_brown,,,,,,,https://studentactivities.brown.edu/organizations/iranian-student-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Ivy Film Festival (IFF),"Held annually since 2001 in a week-long April event, Ivy Film Festival has grown to become the largest student-run film festival in the world. Festival week features advanced screenings of feature films, panels, keynotes, workshops, and masterclasses with some of the most highly regarded professionals in the industry, culminating with the Official Selection of short student films, screenplays, and virtual reality experiences. In 2016, Ivy Film Festival expanded its reach to partner with dozens of universities across the world through its Satellite Film Festival, bringing its world-renowned Official Selection to audiences throughout the globe.",ivyfilmfestival@brown.edu,Cassie Sutten Coats,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/ivyfilmfestival,,,,,,,https://studentactivities.brown.edu/organizations/ivy-film-festival-iff,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Ivy League+ Pre-health Society,"The Ivy League+ Pre Health society is the largest pre health society on campus, hosting initiatives to enhance your journey to medical, veterinary, and dental school. Our society provides direct access to securing a patient volunteer position at Rhode Island Hospital, a research database to quickly find research experience, a mentoring program between under and upperclassmen, and more. We host the National Undergraduate Research Conference at Brown, with the first scheduled date for April 12th, 2025, and will be held annually. We welcome students from any background and year.",ivyprehealth@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/ivy-league-pre-health-society,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,J Street U Brown,J Street U Brown hosts educational events to teach students and community members about the Israeli-Palestinian conflict. We also occasionally lobby for various pro-Israeli and pro-Palestinian policies in the halls of Congress.,jstreetu@brown.edu,Cassie Sutten Coats,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/jstreetbrownu,,,,,,,https://studentactivities.brown.edu/organizations/j-street-u-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Jabberwocks of Brown University,"Founded 75 years ago, The Jabberwocks are the oldest a cappella group at Brown. With powerful musical performances regularly rehearsed and reimagined, the Jabberwocks are a co-ed a cappella group committed to pushing the envelope of a cappella excellence. The Wocks have had multiple tracks featured on the Best of Collegiate A Cappella (BOCA) albums and have recently been awarded 2nd place at the 2025 Northeast Quarterfinal of the International Championship of Collegiate A Cappella.",jabberwocks@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/thejabberwocks,,,,,,,https://studentactivities.brown.edu/organizations/jabberwocks-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Jack of Clubs, The","Cardistry, magic, and beyond – anything from penspinning to balisong tricks & more. Swing by and learn something cool- we are open to everyone!",tjoc@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/jack-clubs,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Japanese Cultural Association,"The Japanese Culture Association (JCA) at Brown celebrates Japanese culture through traditional food events, educational career programs, and community activities such as our annual Haunted House. Open to all students, JCA fosters an appreciation for traditional arts, cuisine, language, and contemporary trends, while building a welcoming community centered around a shared love of Japanese culture.",jca@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_jca,,,,,,,https://studentactivities.brown.edu/organizations/japanese-cultural-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Jewish Business Student Association,"JBSA fosters a safe environment for students to convene, learn, and build relationships. JBSA hosts events — including speakers, workshops, and social events — to enhance students’ experience in the club. JBSA’s mentorship program connects members to students and alumni, building invaluable long-term connections. Developing meaningful relationships is the core of JBSA’s mission, and JBSA welcomes students from all concentrations, backgrounds, and profiles.",jbsa@brown.edu,Marisa Fortney,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/jewish-business-student-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Jockappella, Brown University","Jockapella takes all athletes and gives them the chance to join an acapella group. We meet on Sunday's and give athletes a time to relax and join a club that accommodates their schedule. While made up of mostly athletes, we are always open to other individuals who are interested in a relaxed version of acapella.",jockapella@brown.edu,Jen Lucero,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/jockappella-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Journal of Philosophy, Politics & Economics, Brown","JPPE is an international academic publication that highlights undergraduate and graduate student scholarship in the disciplines of philosophy, politics and economics.The Journal of Philosophy, Politics, and Economics (JPPE) looks for pieces that are well-written, original, well-argued, well-researched, and timely. Possible contributions include but are not limited to, research papers, literature reviews, critical comments, interviews, theses, PhD summaries, and articles written independently or for a class. We evaluate every submission entirely on merit.",jppe@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownjppe,,,,,,,https://studentactivities.brown.edu/organizations/journal-philosophy-politics-economics-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Journal of World Affairs, Brown","The Brown Journal of World Affairs is a biannual, student-run publication that explores pressing international issues through a multidisciplinary lens. The Journal brings together scholars, policymakers, and practitioners from around the world to contribute original essays on global politics, economics, diplomacy, and culture. Each issue features thematic sections on emerging global challenges alongside interviews and commentary from leading voices in international affairs.",bjwa@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownjournal,https://www.facebook.com/BrownJournalOfWorldAffairs/,,,,,,https://studentactivities.brown.edu/organizations/journal-world-affairs-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Kidney Disease Screening and Awareness Program at Brown University,"KDSAP@Brown, a chapter of the Kidney Disease Screening and Awareness Program National Program, partners with physicians to organize kidney disease screenings and educational events for the Providence community. This student-led group also hosts speaker events, training sessions for Brown students, and career seminars.",kdsap@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/kdsapbrown,,,,,,,https://studentactivities.brown.edu/organizations/kidney-disease-screening-and-awareness-program-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Kink@Brown,"Kink@Brown provides a safe space open for all students to learn about kink and BDSM. The club will also emphasize the importance of consent and safe sex while dispelling misbeliefs about BDSM. The club will offer educational events and social Munch events, which are meetings that do not specifically pertain to kink or education, with the purpose of fostering community and being welcoming to individuals who may otherwise be too nervous to engage in educational workshops.",kink@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/kinkbrown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Korean Adoptee Mentoring Program,"The Korean Adoptee Mentoring Program (KAMP) connects adopted Korean children and teens in the New England area with mentors—primarily Brown University students—who have cultural and/or linguistic ties to Korea. Through these relationships, mentees are introduced to Korean culture, language, and heritage in supportive, engaging social settings. We host events that celebrate Korean culture through food, activities, and presentations that inform families as well as create an engaging environment for the families to connect with others.",kamp@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/korean-adoptee-mentoring-program,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Korean American Students Association,"The Brown Korean American Student Association (KASA) aims to build community surrounding Korean culture on Brown's campus. We celebrate Korean history, cuisine, music and more through culturally enriching events and we would like to welcome people of all backgrounds and identities to come join us!",kasa@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownkasa,,,,,,,https://studentactivities.brown.edu/organizations/korean-american-students-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Korean Graduate Student Association,"The Brown Graduate Student Council regularly organizes activities for the exchange and development of Korean graduate students, professors, and the local community. Events hosted by the Student Council include the fall freshman orientation, spring graduate farewell party, and Chuseok holiday events, and through these events, we aim to provide opportunities and channels for active exchanges between international students and researchers. In addition, we will do our best to actively promote personal and academic exchanges among Korean students working in various fields through thematic small groups, etc. We ask for your continued encouragement and participation so that we can develop into a place for various information and opportunities that promote Korean culture within Brown University and benefit the Korean community.",kgsa.brown@gmail.com,,,Graduate Student Council recognized group,https://brown-kgsa.com/,,,,,,,,https://brown-kgsa.com/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Korean International Students Association,"The Korean International Students Association (KISA) is a student-run organization that celebrates Korean culture while fostering cross-cultural connections. Open to all students, KISA provides cultural events, academic support, and community-building opportunities to promote understanding, friendship, and inclusivity across the campus community.",kisa_hanuri@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/kisabrownu,,,,,,,https://studentactivities.brown.edu/organizations/korean-international-students-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Korean-American Scientists and Engineers Association (KSEA),"The Korean-American Scientists and Engineers Association (KSEA) at Brown is a student organization that supports students interested in science, engineering, and innovation through mentorship, professional development, networking, and events connecting members with U.S. and South Korean academic and industry communities all around the country. KSEA is open to all students, regardless of background, identity, or prior experience.",ksea@brown.edu,Marisa Fortney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown.ksea,,,,,,,https://studentactivities.brown.edu/organizations/korean-american-scientists-and-engineers-association-ksea,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Kpop@Brown,"Step into the world of our dynamic K-pop club! With monthly meet-ups ranging from photo card decorating to exhilarating comeback parties and electrifying K-pop karaoke sessions, there's something for everyone. But the cherry on top? Our album giveaways that never fail to spark excitement. Beyond the music, it's about cultivating friendships and celebrating our shared passion for K-pop. Join in the fun and let's create unforgettable moments together!",Kpop@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/kpopbrown,,,,,,,https://studentactivities.brown.edu/organizations/kpopbrown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,La Alianza Pre-Law Association,"La Alianza is Brown’s Latinx Pre-Law Society, open to all students. It supports undergraduates interested in law or related fields through guest speakers, collaborations, and advocacy for Latinx representation. The group promotes accessibility in the legal field and offers guidance and community for those on a pre-law or pre-policy path",la-alianza-prelaw@brown.edu,,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/alianzabrownu,,,,,,,https://studentactivities.brown.edu/organizations/la-alianza-pre-law-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Latinas@Brown,"Latinas@Brown is an inclusive student organization open to all who wish to celebrate and support Latina-identifying communities. We host events like cafecitos, spa nights, social events, and study breaks, and collaborate with groups like LSU, BWell, and League of United Black Women to build community, promote wellness, and uplift Latina voices on campus.",latinas@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/latinasatbrown,,,,,,,https://studentactivities.brown.edu/organizations/latinasbrown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Latine Leadership Council, Brown","BLLC serves as a space to primarily unify the leaders of our 20+ Latine organizations on campus, strengthening our community and presence on campus and beyond, and is open to any and all undergraduate students at Brown. Our purpose has been to help foster a more cohesive and integrated community at a higher level by facilitating collaboration between organizations.",BLLC@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownlatineleadershipcouncil,,,,,,,https://studentactivities.brown.edu/organizations/latine-leadership-council-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
